Start of new Program cycle.   

 Exit Found 	Iteration 	Time needed[ms] 	[s]
1	596	4296	4
1	597	2797	2
1	598	19150	19
1	599	2713	2
1	600	19992	19
1	601	3892	3
1	602	4188	4
1	603	22686	22
1	604	3413	3
1	605	1791	1
1	606	4014	4
1	607	5269	5
1	608	14863	14
1	609	26344	26
1	610	24619	24
1	611	3986	3
1	612	2697	2
1	613	3222	3
1	614	12464	12
1	615	2926	2
1	616	5393	5
1	617	23078	23
1	618	17210	17
1	619	17430	17
1	620	23088	23
1	621	17468	17
1	622	26169	26
1	623	4130	4
1	624	17920	17
1	625	4279	4
1	626	27000	27
1	627	1697	1
1	628	14305	14
1	629	1671	1
1	630	23961	23
1	631	3678	3
1	632	1687	1
1	633	2795	2
1	634	4462	4
1	635	19215	19
1	636	20081	20
1	637	22675	22
1	638	12664	12
1	639	2811	2
1	640	3523	3
1	641	2600	2
1	642	12985	12
1	643	3809	3
1	644	4567	4
1	645	23520	23
1	646	3930	3
1	647	20090	20
1	648	19361	19
1	649	27216	27
1	650	17299	17
1	651	27629	27
1	652	664	0
1	653	14660	14
1	654	23562	23
1	655	12876	12
1	656	4414	4
1	657	18983	18
1	658	23005	23
1	659	26108	26
1	660	851	0
1	661	4049	4
1	662	23193	23
1	663	12483	12
1	664	2510	2
1	665	22986	22
1	666	4207	4
1	667	3804	3
1	668	2692	2
1	669	2321	2
1	670	2612	2
1	671	23259	23
1	672	2943	2
1	673	17571	17
1	674	2921	2
1	675	18097	18
1	676	3780	3
1	677	25164	25
1	678	25581	25
1	679	24506	24
1	680	24031	24
1	681	18627	18
1	682	19284	19
1	683	19411	19
1	684	15048	15
1	685	21731	21
1	686	23912	23
1	687	13136	13
1	688	4445	4
1	689	19569	19
1	690	25958	25
1	691	23894	23
1	692	794	0
1	693	26019	26
1	694	23095	23
1	695	13366	13
1	696	5007	5
1	697	23821	23
1	698	22703	22
1	699	22666	22
1	700	5425	5
1	701	13786	13
1	702	5046	5
1	703	771	0
1	704	26482	26
1	705	27105	27
1	706	3980	3
1	707	4635	4
1	708	22505	22
1	709	635	0
1	710	3057	3
1	711	14882	14
1	712	18504	18
1	713	14210	14
1	714	14266	14
1	715	23699	23
1	716	2859	2
1	717	22840	22
1	718	18104	18
1	719	25303	25
1	720	2916	2
1	721	18074	18
1	722	2800	2
1	723	18730	18
1	724	26394	26
1	725	1375	1
1	726	17779	17
1	727	25731	25
1	728	22387	22
1	729	22132	22
1	730	22862	22
1	731	2612	2
1	732	3610	3
1	733	1277	1
1	734	4224	4
1	735	4405	4
1	736	22092	22
1	737	25672	25
1	738	23210	23
1	739	1616	1
1	740	25700	25
1	741	4670	4
1	742	1309	1
1	743	23730	23
1	744	758	0
1	745	17082	17
1	746	23397	23
1	747	2445	2
1	748	11895	11
1	749	3503	3
1	750	5214	5
1	751	22181	22
1	752	17282	17
1	753	2026	2
1	754	1079	1
1	755	24987	24
1	756	2022	2
1	757	23201	23
1	758	4091	4
1	759	2600	2
1	760	17721	17
1	761	16993	16
1	762	2970	2
1	763	4358	4
1	764	837	0
1	765	22442	22
1	766	17282	17
1	767	2483	2
1	768	830	0
1	769	24269	24
1	770	13243	13
1	771	26917	26
1	772	18066	18
1	773	3760	3
1	774	22419	22
1	775	13909	13
1	776	23169	23
1	777	14615	14
1	778	2911	2
1	779	21580	21
1	780	2604	2
1	781	23085	23
1	782	12930	12
1	783	2092	2
1	784	1074	1
1	785	25602	25
1	786	12732	12
1	787	17362	17
1	788	5099	5
1	789	18732	18
1	790	23907	23
1	791	3594	3
1	792	2932	2
1	793	26230	26
1	794	23302	23
1	795	24527	24
1	796	1082	1
1	797	293	0
1	798	23892	23
1	799	21999	21
1	800	3607	3
1	801	4712	4
1	802	12000	12
1	803	791	0
1	804	1215	1
1	805	14369	14
1	806	26099	26
1	807	18928	18
1	808	1483	1
1	809	11887	11
1	810	12879	12
1	811	21949	21
1	812	2502	2
1	813	2792	2
1	814	2615	2
1	815	3577	3
1	816	21555	21
1	817	12023	12
1	818	11748	11
1	819	12460	12
1	820	12011	12
1	821	5110	5
1	822	26321	26
1	823	21544	21
1	824	1800	1
1	825	14032	14
1	826	3783	3
1	827	25256	25
1	828	17923	17
1	829	1741	1
1	830	13089	13
1	831	22216	22
1	832	4356	4
1	833	821	0
1	834	1287	1
1	835	4113	4
1	836	1701	1
1	837	1780	1
1	838	13924	13
1	839	23681	23
1	840	21685	21
1	841	1295	1
1	842	24899	24
1	843	4259	4
1	844	12464	12
1	845	12775	12
1	846	4722	4
1	847	3976	3
1	848	12986	12
1	849	14213	14
1	850	17331	17
1	851	26494	26
1	852	25292	25
1	853	14093	14
1	854	1857	1
1	855	19540	19
1	856	21310	21
1	857	22297	22
1	858	23408	23
1	859	5008	5
1	860	22039	22
1	861	323	0
1	862	22098	22
1	863	22294	22
1	864	25798	25
1	865	5528	5
1	866	23331	23
1	867	23473	23
1	868	12165	12
1	869	23662	23
1	870	3069	3
1	871	24767	24
1	872	24097	24
1	873	13899	13
1	874	22487	22
1	875	13573	13
1	876	2061	2
1	877	27109	27
1	878	26268	26
1	879	1214	1
1	880	799	0
1	881	798	0
1	882	2049	2
1	883	16152	16
1	884	2005	2
1	885	2392	2
1	886	5011	5
1	887	22253	22
1	888	3533	3
1	889	5398	5
1	890	22803	22
1	891	14633	14
1	892	859	0
1	893	5287	5
1	894	3039	3
1	895	24460	24
1	896	4199	4
1	897	301	0
1	898	25710	25
1	899	23187	23
1	900	1316	1
1	901	20929	20
1	902	16951	16
1	903	12141	12
1	904	25577	25
1	905	13317	13
1	906	2754	2
1	907	1735	1
1	908	11819	11
1	909	23868	23
1	910	1181	1
1	911	18210	18
1	912	21420	21
1	913	21896	21
1	914	3499	3
1	915	23946	23
1	916	22463	22
1	917	3650	3
1	918	1308	1
1	919	25237	25
1	920	3472	3
1	921	2812	2
1	922	2509	2
1	923	21074	21
1	924	1817	1
1	925	4699	4
1	926	2807	2
1	927	2763	2
1	928	3606	3
1	929	1292	1
1	930	25200	25
1	931	23332	23
1	932	18799	18
1	933	3565	3
1	934	22299	22
1	935	17368	17
1	936	21852	21
1	937	22008	22
1	938	701	0
1	939	5320	5
1	940	23041	23
1	941	24904	24
1	942	22698	22
1	943	3712	3
1	944	2970	2
1	945	24385	24
1	946	21764	21
1	947	21665	21
1	948	18899	18
1	949	298	0
1	950	308	0
1	951	3117	3
1	952	22073	22
1	953	26288	26
1	954	22121	22
1	955	291	0
1	956	1714	1
1	957	22685	22
1	958	17322	17
1	959	23173	23
1	960	4223	4
1	961	2800	2
1	962	22276	22
1	963	18721	18
1	964	5487	5
1	965	22107	22
1	966	4779	4
1	967	14999	14
1	968	12233	12
1	969	5000	5
1	970	1901	1
1	971	26878	26
1	972	17232	17
1	973	2145	2
1	974	23221	23
1	975	3707	3
1	976	12871	12
1	977	24338	24
1	978	13045	13
1	979	3554	3
1	980	12592	12
1	981	13598	13
1	982	12195	12
1	983	3576	3
1	984	17114	17
1	985	5085	5
1	986	5314	5
1	987	3659	3
1	988	22145	22
1	989	1377	1
1	990	2619	2
1	991	25278	25
1	992	23121	23
1	993	486	0
1	994	527	0
1	995	12782	12
1	996	24680	24
1	997	830	0
1	998	1272	1
1	999	1396	1
1	1000	522	0
